unix_ms,frame,id,rotation_x,rotation_y,rotation_z,confidence
1748119975754,331,Left,0.7810708,355.079,356.1918,0.9980469
1748119975754,331,Left,0.7810708,355.079,356.1918,0.9980469
1748119975755,331,Left,0.7810708,355.079,356.1918,0.9980469
1748119975755,331,Left,0.7810708,355.079,356.1918,0.9980469
1748119975755,331,Left,0.7810708,355.079,356.1918,0.9980469
1748119975755,331,Left,0.7810708,355.079,356.1918,0.9980469
1748119975755,331,Left,0.7810708,355.079,356.1918,0.9980469
1748119975795,332,Left,359.8432,358.4962,356.0807,0.9980469
1748119975795,332,Left,359.8432,358.4962,356.0807,0.9980469
1748119975795,332,Left,359.8432,358.4962,356.0807,0.9980469
1748119975795,332,Left,359.8432,358.4962,356.0807,0.9980469
1748119975795,332,Left,359.8432,358.4962,356.0807,0.9980469
1748119975796,332,Left,359.8432,358.4962,356.0807,0.9980469
1748119975796,332,Left,359.8432,358.4962,356.0807,0.9980469
1748119975796,332,Left,359.8432,358.4962,356.0807,0.9980469
1748119975836,333,Left,358.7335,358.5649,356.0448,0.9980469
1748119975837,333,Left,358.7335,358.5649,356.0448,0.9980469
1748119975837,333,Left,358.7335,358.5649,356.0448,0.9980469
1748119975837,333,Left,358.7335,358.5649,356.0448,0.9980469
1748119975837,333,Left,358.7335,358.5649,356.0448,0.9980469
1748119975837,333,Left,358.7335,358.5649,356.0448,0.9980469
1748119975837,333,Left,358.7335,358.5649,356.0448,0.9980469
1748119975837,333,Left,358.7335,358.5649,356.0448,0.9980469
1748119975878,334,Left,358.7144,358.3212,356.0333,0.9980469
1748119975878,334,Left,358.7144,358.3212,356.0333,0.9980469
1748119975879,334,Left,358.7144,358.3212,356.0333,0.9980469
1748119975879,334,Left,358.7144,358.3212,356.0333,0.9980469
1748119975879,334,Left,358.7144,358.3212,356.0333,0.9980469
1748119975879,334,Left,358.7144,358.3212,356.0333,0.9980469
1748119975879,334,Left,358.7144,358.3212,356.0333,0.9980469
1748119975879,334,Left,358.7144,358.3212,356.0333,0.9980469
1748119975920,335,Left,358.7247,358.1678,356.0305,0.9980469
1748119975920,335,Left,358.7247,358.1678,356.0305,0.9980469
1748119975920,335,Left,358.7247,358.1678,356.0305,0.9980469
1748119975920,335,Left,358.7247,358.1678,356.0305,0.9980469
1748119975920,335,Left,358.7247,358.1678,356.0305,0.9980469
1748119975920,335,Left,358.7247,358.1678,356.0305,0.9980469
1748119975921,335,Left,358.7247,358.1678,356.0305,0.9980469
1748119975921,335,Left,358.7247,358.1678,356.0305,0.9980469
1748119975961,336,Left,358.8462,358.3487,356.018,0.9980469
1748119975962,336,Left,358.8462,358.3487,356.018,0.9980469
1748119975962,336,Left,358.8462,358.3487,356.018,0.9980469
1748119975962,336,Left,358.8462,358.3487,356.018,0.9980469
1748119975962,336,Left,358.8462,358.3487,356.018,0.9980469
1748119975962,336,Left,358.8462,358.3487,356.018,0.9980469
1748119975962,336,Left,358.8462,358.3487,356.018,0.9980469
1748119975962,336,Left,358.8462,358.3487,356.018,0.9980469
1748119975963,336,Left,358.8462,358.3487,356.018,0.9980469
1748119976003,337,Left,359.3471,358.4129,356.0049,0.9980469
1748119976003,337,Left,359.3471,358.4129,356.0049,0.9980469
1748119976004,337,Left,359.3471,358.4129,356.0049,0.9980469
1748119976004,337,Left,359.3471,358.4129,356.0049,0.9980469
1748119976004,337,Left,359.3471,358.4129,356.0049,0.9980469
1748119976004,337,Left,359.3471,358.4129,356.0049,0.9980469
1748119976005,337,Left,359.3471,358.4129,356.0049,0.9980469
1748119976005,337,Left,359.3471,358.4129,356.0049,0.9980469
1748119976045,338,Left,359.5204,358.3487,355.9688,0.9980469
1748119976045,338,Left,359.5204,358.3487,355.9688,0.9980469
1748119976045,338,Left,359.5204,358.3487,355.9688,0.9980469
1748119976045,338,Left,359.5204,358.3487,355.9688,0.9980469
1748119976046,338,Left,359.5204,358.3487,355.9688,0.9980469
1748119976046,338,Left,359.5204,358.3487,355.9688,0.9980469
1748119976046,338,Left,359.5204,358.3487,355.9688,0.9980469
1748119976046,338,Left,359.5204,358.3487,355.9688,0.9980469
1748119976086,339,Left,359.5207,358.2095,355.957,0.9980469
1748119976086,339,Left,359.5207,358.2095,355.957,0.9980469
1748119976087,339,Left,359.5207,358.2095,355.957,0.9980469
1748119976087,339,Left,359.5207,358.2095,355.957,0.9980469
1748119976087,339,Left,359.5207,358.2095,355.957,0.9980469
1748119976087,339,Left,359.5207,358.2095,355.957,0.9980469
1748119976087,339,Left,359.5207,358.2095,355.957,0.9980469
1748119976087,339,Left,359.5207,358.2095,355.957,0.9980469
1748119976087,339,Left,359.5207,358.2095,355.957,0.9980469
1748119976128,340,Left,359.69,358.3852,355.9317,0.9980469
1748119976128,340,Left,359.69,358.3852,355.9317,0.9980469
1748119976129,340,Left,359.69,358.3852,355.9317,0.9980469
1748119976129,340,Left,359.69,358.3852,355.9317,0.9980469
1748119976129,340,Left,359.69,358.3852,355.9317,0.9980469
1748119976129,340,Left,359.69,358.3852,355.9317,0.9980469
1748119976129,340,Left,359.69,358.3852,355.9317,0.9980469
1748119976129,340,Left,359.69,358.3852,355.9317,0.9980469
1748119976170,341,Left,359.7099,358.5401,355.8969,0.9980469
1748119976170,341,Left,359.7099,358.5401,355.8969,0.9980469
1748119976170,341,Left,359.7099,358.5401,355.8969,0.9980469
1748119976170,341,Left,359.7099,358.5401,355.8969,0.9980469
1748119976171,341,Left,359.7099,358.5401,355.8969,0.9980469
1748119976171,341,Left,359.7099,358.5401,355.8969,0.9980469
1748119976171,341,Left,359.7099,358.5401,355.8969,0.9980469
1748119976171,341,Left,359.7099,358.5401,355.8969,0.9980469
1748119976212,342,Left,4.37451,359.1913,355.9313,0.9980469
1748119976212,342,Left,4.37451,359.1913,355.9313,0.9980469
1748119976212,342,Left,4.37451,359.1913,355.9313,0.9980469
1748119976212,342,Left,4.37451,359.1913,355.9313,0.9980469
1748119976212,342,Left,4.37451,359.1913,355.9313,0.9980469
1748119976212,342,Left,4.37451,359.1913,355.9313,0.9980469
