unix_ms,frame,id,rotation_x,rotation_y,rotation_z,confidence
1748040027475,20,Left,4.387304,5.457916,0.002134766,0.9980469
1748040027477,20,Left,4.387304,5.457916,0.002134766,0.9980469
1748040027477,20,Left,4.387304,5.457916,0.002134766,0.9980469
1748040027486,21,Left,4.389998,5.454084,-0.001053352,0.9980469
1748040027486,21,Left,4.389998,5.454084,-0.001053352,0.9980469
1748040027487,21,Left,4.389998,5.454084,-0.001053352,0.9980469
1748040027487,21,Left,4.389998,5.454084,-0.001053352,0.9980469
1748040027501,22,Left,4.25081,5.742536,1.337701E-08,0.9980469
1748040027501,22,Left,4.25081,5.742536,1.337701E-08,0.9980469
1748040027515,23,Left,4.250811,5.742536,-1.070161E-07,0.9980469
1748040027516,23,Left,4.250811,5.742536,-1.070161E-07,0.9980469
1748040027516,23,Left,4.250811,5.742536,-1.070161E-07,0.9980469
1748040027530,24,Left,4.25081,5.742536,0,0.9980469
1748040027530,24,Left,4.25081,5.742536,0,0.9980469
1748040027545,25,Left,4.119939,5.742275,1.20373E-07,0.9980469
1748040027545,25,Left,4.119939,5.742275,1.20373E-07,0.9980469
1748040027545,25,Left,4.119939,5.742275,1.20373E-07,0.9980469
1748040027560,26,Left,4.119939,5.742275,-1.337478E-08,0.9980469
1748040027560,26,Left,4.119939,5.742275,-1.337478E-08,0.9980469
1748040027560,26,Left,4.119939,5.742275,-1.337478E-08,0.9980469
1748040027575,27,Left,4.120169,5.57993,1.337478E-08,0.9980469
1748040027575,27,Left,4.120169,5.57993,1.337478E-08,0.9980469
1748040027575,27,Left,4.120169,5.57993,1.337478E-08,0.9980469
1748040027589,28,Left,4.120171,5.579927,-4.012434E-08,0.9980469
1748040027589,28,Left,4.120171,5.579927,-4.012434E-08,0.9980469
1748040027589,28,Left,4.120171,5.579927,-4.012434E-08,0.9980469
1748040027589,28,Left,4.120171,5.579927,-4.012434E-08,0.9980469
1748040027602,29,Left,4.120171,5.579929,-1.471226E-07,0.9980469
1748040027603,29,Left,4.120171,5.579929,-1.471226E-07,0.9980469
1748040027617,30,Left,4.477575,5.310951,-1.471916E-07,0.9980469
1748040027617,30,Left,4.477575,5.310951,-1.471916E-07,0.9980469
1748040027617,30,Left,4.477575,5.310951,-1.471916E-07,0.9980469
1748040027630,31,Left,4.477574,5.310951,-6.690526E-08,0.9980469
1748040027630,31,Left,4.477574,5.310951,-6.690526E-08,0.9980469
1748040027630,31,Left,4.477574,5.310951,-6.690526E-08,0.9980469
1748040027644,32,Left,4.478575,5.170955,-9.36675E-08,0.9980469
1748040027646,32,Left,4.478575,5.170955,-9.36675E-08,0.9980469
1748040027646,32,Left,4.478575,5.170955,-9.36675E-08,0.9980469
1748040027658,33,Left,4.478575,5.170957,-1.204296E-07,0.9980469
1748040027660,33,Left,4.478575,5.170957,-1.204296E-07,0.9980469
1748040027673,34,Left,4.64274,5.104624,-1.07073E-07,0.9980469
